epoch_index,train_serial,train_loss,train_elapsed_time,train_accuracy,train_f1macro,val_loss,val_elapsed_time,val_accuracy,val_f1macro
0,20230626_235432,0.45710579437167476,223.13511204719543,0.7768878718535469,0.7768840336870844,0.34351919734860487,99.5192699432373,0.8544451871657754,0.8537886084714884
1,20230626_235432,0.2968122416114098,212.15052676200867,0.8713529748283753,0.8713518689474578,0.21566337717567535,98.22712826728821,0.9137700534759359,0.9137469198560885
2,20230626_235432,0.19989616836440371,213.96267867088318,0.9194078947368421,0.9194074986821232,0.1800615610206191,98.34788250923157,0.9293114973262032,0.9292978952451731
3,20230626_235432,0.14121909536105887,211.46668910980225,0.9449370709382151,0.9449366643386783,0.17417310778908232,97.02658200263977,0.9331550802139037,0.9331272840122469
4,20230626_235432,0.0994997457526539,211.46973657608032,0.962600114416476,0.9625997607869974,0.19704328849413658,97.9592981338501,0.9256350267379679,0.925575665192227
5,20230626_235432,0.0766984679143731,211.1047704219818,0.9728975972540046,0.9728974463241122,0.1911620750505338,96.6626627445221,0.9334893048128342,0.9334878485697065
6,20230626_235432,0.05983507927737329,210.04719924926758,0.9792620137299771,0.9792619305877686,0.17390232474946563,96.87371134757996,0.9400066844919787,0.9400057981898712
7,20230626_235432,0.04269707956440849,210.1460783481598,0.9845537757437071,0.9845536493623422,0.18683809984941036,96.24389100074768,0.9410093582887701,0.9410040053895256
8,20230626_235432,0.03432990875197958,210.62135004997253,0.9879147597254004,0.9879146454550718,0.19718399103811848,96.8598952293396,0.9405080213903744,0.9405072172599849
9,20230626_235432,0.03870199717830286,210.17077350616455,0.9869136155606407,0.9869135801597906,0.24866872222068157,96.82003569602966,0.9380013368983957,0.9379432995328802
10,20230626_235432,0.0313303232552895,209.93946814537048,0.9894879862700229,0.9894879346107117,0.21152495088262413,96.08543705940247,0.9461898395721925,0.9461729495918934
11,20230626_235432,0.019417839245168423,210.56825137138367,0.9929919908466819,0.9929919585932199,0.265087049996062,96.76796317100525,0.9431818181818182,0.9431764799067122
12,20230626_235432,0.035680897296634095,215.4336860179901,0.9878432494279176,0.9878431934780345,0.20629547047895694,98.12515759468079,0.9466911764705882,0.9466607160366098
13,20230626_235432,0.016325642064615963,210.55054378509521,0.9937786041189931,0.9937785605646473,0.28777066359226716,96.86251187324524,0.9405080213903744,0.9405012155012155
14,20230626_235432,0.021070924076370134,210.46568846702576,0.9929204805491991,0.9929204254844658,0.21710317861039768,97.18093824386597,0.9410093582887701,0.9410075642119357
15,20230626_235432,0.02196885538147436,210.05174255371094,0.9924199084668193,0.9924198636571208,0.29932185673506007,97.11425852775574,0.94451871657754,0.9445167084834903
16,20230626_235432,0.017247178412219843,210.69742918014526,0.9936355835240275,0.9936355522473017,0.29487881656701276,96.8328001499176,0.9435160427807486,0.9435110956198443
17,20230626_235432,0.020450227136419304,211.1005573272705,0.9928489702517163,0.9928489328054962,0.22733619494292384,97.76688838005066,0.9542112299465241,0.9542080329207405
18,20230626_235432,0.016415300265461088,210.86194443702698,0.9943506864988558,0.9943506550385353,0.2558577493988575,97.24149465560913,0.9545454545454546,0.9545444593240204
19,20230626_235432,0.01624513332196748,210.17798447608948,0.9936355835240275,0.9936355288139653,0.2749867645463071,96.65528225898743,0.9557152406417112,0.9557149623781325
20,20230626_235432,0.01235646927326885,210.1173496246338,0.9957808924485125,0.9957808743035688,0.3153248998500845,96.82427716255188,0.923629679144385,0.923596340263447
21,20230626_235432,0.01680249597536393,210.20842480659485,0.9939931350114416,0.9939931227244398,0.2457697354187168,97.5918653011322,0.942346256684492,0.9423438076663511
22,20230626_235432,0.016622042650974445,210.43708443641663,0.9947797482837528,0.9947797341621023,0.2883422011378804,97.0676543712616,0.9512032085561497,0.9511733411664872
23,20230626_235432,0.009259829752443343,211.17383480072021,0.9964244851258581,0.9964244497273131,0.28765367583015605,97.15118885040283,0.9567179144385026,0.9567162596402194
24,20230626_235432,0.02321091847870276,211.5385386943817,0.9928489702517163,0.9928489525525752,0.2772350467026811,97.5082540512085,0.9453542780748663,0.9453096179422491
25,20230626_235432,0.016441319968338496,211.26217603683472,0.9944221967963387,0.9944221415746084,0.22814789351435716,97.11296010017395,0.9572192513368984,0.9572190171709946
26,20230626_235432,0.012456218117492866,213.10508966445923,0.9957808924485125,0.9957808660185483,0.24223642307893936,96.84598088264465,0.9547125668449198,0.9547061904915523
27,20230626_235432,0.0056559764676441015,210.2881200313568,0.9981407322654462,0.9981407248113172,0.3395694608972752,97.70653796195984,0.9562165775401069,0.9562165579765998
28,20230626_235432,0.01538147390978899,210.4852170944214,0.9949942791762014,0.9949942296182384,0.2846534393005942,96.71035575866699,0.9543783422459893,0.9543780555820005
29,20230626_235432,0.014647261487928182,210.6450526714325,0.9949942791762014,0.9949942460011447,0.1900122913063185,96.88008761405945,0.9577205882352942,0.9577159014505721
30,20230626_235432,0.00839843495167795,210.70789527893066,0.9961384439359268,0.9961384021509777,0.2718309689818833,97.09931015968323,0.9517045454545454,0.9516799524426229
31,20230626_235432,0.007860885933015947,210.83007764816284,0.996925057208238,0.9969250332912326,0.22043328129028059,96.86673665046692,0.9568850267379679,0.9568848533538992
32,20230626_235432,0.012877615586546947,211.52362704277039,0.9957808924485125,0.9957808629116573,0.27453364672344266,96.90009260177612,0.9583890374331551,0.9583890083818998
33,20230626_235432,0.00806403046166487,210.97386693954468,0.9968535469107551,0.9968535185275831,0.3095763496717373,96.73934197425842,0.9577205882352942,0.9577094759504405
34,20230626_235432,0.011265269904749723,210.7400257587433,0.9965675057208238,0.9965674919593548,0.291236527626992,97.13123440742493,0.9615641711229946,0.9615511788472484
35,20230626_235432,0.009694311810693749,210.56825423240662,0.9967105263157895,0.9967105020254274,0.19009347929230785,96.85460066795349,0.9577205882352942,0.9577149660947903
36,20230626_235432,0.008582440152188503,212.11594128608704,0.9968535469107551,0.9968535391231331,0.23863783179946954,98.19001650810242,0.9657419786096256,0.9657394900330689
37,20230626_235432,0.007350222323849037,211.77841639518738,0.9970680778032036,0.9970680572775924,0.21512308174306602,97.08811283111572,0.9538770053475936,0.9538768765417577
38,20230626_235432,0.012033863294985977,211.12333059310913,0.9965675057208238,0.9965674803743592,0.1870997520296918,97.06013631820679,0.9669117647058824,0.9669106964819827
39,20230626_235432,0.010780542330709297,211.21694993972778,0.9961384439359268,0.996138423714968,0.2393590597235685,97.18951416015625,0.9593917112299465,0.9593896142665195
40,20230626_235432,0.010004006272822932,211.25011157989502,0.9967820366132724,0.9967820207991975,0.26118909575882115,96.90907406806946,0.9627339572192514,0.9627334982600866
41,20230626_235432,0.012612078103979647,211.81850957870483,0.9957093821510298,0.995709350467949,0.20945493794042608,97.99488735198975,0.954879679144385,0.954862127333456
42,20230626_235432,0.006245379510909769,212.0376398563385,0.9979262013729977,0.9979261835461235,0.17901317249948687,97.50236177444458,0.959725935828877,0.959720265344886
43,20230626_235432,0.007213906189285475,211.8564703464508,0.9972826086956522,0.997282581792758,0.17971961334936845,97.09699440002441,0.9664104278074866,0.9664096388974184
44,20230626_235432,0.008064244374436307,210.81305956840515,0.9970680778032036,0.9970680614756955,0.2990222922748178,96.52994346618652,0.9502005347593583,0.9501818141182519
45,20230626_235432,0.012784230180270108,211.25433564186096,0.9957808924485125,0.9957808596321562,0.22288747417551252,96.82713150978088,0.9630681818181818,0.9630632707784533
46,20230626_235432,0.007749886225535919,210.90529894828796,0.9975686498855835,0.9975686337719846,0.15802844630614704,96.81415128707886,0.9642379679144385,0.9642346079412836
47,20230626_235432,0.01423738859820087,210.97708082199097,0.9956378718535469,0.99563785041669,0.14423652035083237,96.45122623443604,0.9608957219251337,0.9608953680988894
48,20230626_235432,0.0077491954974974716,211.40496492385864,0.997354118993135,0.9973541091295084,0.15091291343278354,97.07566809654236,0.9685828877005348,0.9685803290794055
49,20230626_235432,0.0047360368012295,211.19719052314758,0.9984267734553776,0.9984267662148045,0.16136261597082746,96.71692204475403,0.9685828877005348,0.9685795147257271
