epoch_index,train_serial,train_loss,train_elapsed_time,train_accuracy,train_f1macro,val_loss,val_elapsed_time,val_accuracy,val_f1macro
0,20230704_233200,0.15665058617400093,1355.5331819057465,0.9390265300393038,0.939025191764904,0.05311975128678305,24.162741661071777,0.9818548387096774,0.9818359375000001
1,20230704_233200,0.08602484592324429,1339.2122271060944,0.9675217574396406,0.9675217177528158,0.03963596042576096,24.151602029800415,0.9848790322580645,0.9848678222579283
2,20230704_233200,0.06355346374678834,1338.9726886749268,0.9763475575519371,0.9763475313368575,0.046205363964902296,24.211108684539795,0.9798387096774194,0.9798248504150956
3,20230704_233200,0.05565717832484962,1343.2916412353516,0.9790847838293094,0.9790847141822657,0.04617434957500307,25.123658180236816,0.9879032258064516,0.9878961410815383
4,20230704_233200,0.04455931278874215,1338.6691768169403,0.9836994665918024,0.9836994426986838,0.04320320188097896,24.198171615600586,0.9808467741935484,0.9808255550751546
5,20230704_233200,0.040158412221007064,1373.257473707199,0.9855418304323413,0.9855417975105536,0.031177325961424127,26.526222944259644,0.9899193548387096,0.9899173466359308
6,20230704_233200,0.03556141967633606,1377.006175994873,0.9866998877035373,0.9866998664763134,0.03701715545368291,25.45023250579834,0.9889112903225806,0.9889072209803162
7,20230704_233200,0.03166567296098193,1323.932077407837,0.9885773441886581,0.9885773382770282,0.0363046002382743,23.775696754455566,0.9848790322580645,0.9848642512534291
8,20230704_233200,0.028470234976788657,1341.8933730125427,0.9898933183604717,0.9898933022300219,0.04621148523273728,25.422855377197266,0.9848790322580645,0.9848722528855058
9,20230704_233200,0.02900314232363533,1332.3234400749207,0.9892967434025828,0.9892967315396759,0.02001863462200779,24.019771337509155,0.9919354838709677,0.9919333853760083
10,20230704_233200,0.024433746286638306,1335.1284637451172,0.991349663110612,0.9913496370084233,0.037497432582313195,24.204479694366455,0.9889112903225806,0.9889053261958141
11,20230704_233200,0.0251526897401413,1332.6227889060974,0.991454941044357,0.9914549277824909,0.01953642397852344,25.112488746643066,0.9919354838709677,0.9919315154842514
12,20230704_233200,0.02272985988095252,1322.2690670490265,0.9919988770353734,0.9919988675663096,0.02308967526703547,23.855424404144287,0.9879032258064516,0.9878949102490573
13,20230704_233200,0.020640073643882123,1292.5799472332,0.9923673498034812,0.992367330343991,0.03280260239262134,22.11288857460022,0.9899193548387096,0.9899124252075479
14,20230704_233200,0.02098573909632032,1299.873994588852,0.9921743402582819,0.9921743347072216,0.05136113128302837,23.110364198684692,0.9879032258064516,0.9878992416695468
15,20230704_233200,0.019552842844052846,1304.375512123108,0.9936657776530039,0.9936657683683798,0.0250235156357033,21.956886291503906,0.9899193548387096,0.9899124252075479
16,20230704_233200,0.018350374366423023,1301.649035692215,0.993771055586749,0.9937710534983442,0.024833156656959253,23.842623233795166,0.9899193548387096,0.9899160347246223
17,20230704_233200,0.01809075720378427,1309.7865018844604,0.993771055586749,0.993771045367168,0.02420716071238501,23.001049280166626,0.9909274193548387,0.9909233517313035
18,20230704_233200,0.017611428926143088,1301.8089339733124,0.9941044357102752,0.9941044287330703,0.04888696069528739,23.367603540420532,0.9848790322580645,0.9848642512534291
19,20230704_233200,0.01703930729137645,1314.2478702068329,0.9940167040988209,0.9940166881664745,0.01877489709741278,24.673189640045166,0.9919354838709677,0.9919307607210255
