epoch_index,train_serial,train_loss,train_elapsed_time,train_accuracy,train_f1macro,val_loss,val_elapsed_time,val_accuracy,val_f1macro
0,20230702_022700,0.14423395052875915,1149.8877141475677,0.9441215701219512,0.9441205656810734,0.07086352271371506,100.2579972743988,0.9747660427807486,0.9747576675012484
1,20230702_022700,0.07440469056089613,1146.769098520279,0.9725133384146342,0.9725132962487004,0.06186096286114783,97.22213530540466,0.977774064171123,0.9777740486537858
2,20230702_022700,0.05199366557145567,1143.5443544387817,0.9810880335365854,0.9810879219088873,0.04505771698453837,96.4082703590393,0.9856283422459893,0.9856282844512998
3,20230702_022700,0.043799973419681476,1140.8532240390778,0.9846846417682927,0.9846845760025236,0.0557886834404516,96.66666531562805,0.9817847593582888,0.9817846733895614
4,20230702_022700,0.03395651605362728,1134.132601261139,0.9881859756097561,0.9881859058775921,0.03126045860870577,96.18473863601685,0.9886363636363636,0.9886363433261305
5,20230702_022700,0.030275053085216958,1137.108484506607,0.989186356707317,0.9891862877756293,0.03633873545948975,96.39603161811829,0.9886363636363636,0.9886363522118664
6,20230702_022700,0.028382546665270417,1142.7629280090332,0.9899961890243902,0.9899961450737604,0.03517468839374565,95.75279927253723,0.9886363636363636,0.988636317938237
7,20230702_022700,0.02171123962079114,1140.6997592449188,0.9921398628048781,0.9921398328207198,0.039365359850400274,97.06535243988037,0.9879679144385026,0.9879678485793422
8,20230702_022700,0.02401780817556633,1139.1218540668488,0.9915920350609756,0.9915920052909653,0.035039975262339006,96.05394625663757,0.9889705882352942,0.9889702728208647
9,20230702_022700,0.019991346451606464,1137.6210927963257,0.9926400533536586,0.9926400202794847,0.03273415082727044,97.33833336830139,0.9878008021390374,0.9878008017983563
10,20230702_022700,0.02074551815244709,1136.0903759002686,0.9924495045731707,0.9924494659135796,0.04300463743740381,95.84875345230103,0.9862967914438503,0.9862955039775012
11,20230702_022700,0.018713022141824007,1141.1607418060303,0.9931164253048781,0.9931163870295249,0.027732314827135465,95.76159572601318,0.9906417112299465,0.990641506331416
12,20230702_022700,0.018467630884842726,1139.546145915985,0.9936404344512195,0.993640407142572,0.04980588122644526,96.70141410827637,0.9829545454545454,0.9829485721641743
13,20230702_022700,0.017332145878336775,1137.7089235782623,0.994116806402439,0.9941167822875567,0.027947998150454286,95.83309650421143,0.9906417112299465,0.9906411090536009
14,20230702_022700,0.014420757636318556,1139.0106585025787,0.9948075457317073,0.9948075126323506,0.029364377170250835,96.57672667503357,0.9894719251336899,0.9894714779216816
15,20230702_022700,0.01538975260196092,1138.6888754367828,0.9944264481707317,0.9944264152728962,0.02828182147876113,97.11346936225891,0.9894719251336899,0.9894710991877855
16,20230702_022700,0.014193053864631003,1143.4409699440002,0.9949028201219512,0.9949027945702267,0.037770887603608784,95.94071936607361,0.9888034759358288,0.9888019870685809
17,20230702_022700,0.012964157642933051,1135.3977286815643,0.9955459222560976,0.9955459022403355,0.026731330336816732,97.17936992645264,0.9918114973262032,0.9918113050048434
18,20230702_022700,0.01312336659682609,1143.9693012237549,0.9956173780487805,0.9956173551342418,0.04265726850290498,97.28533267974854,0.9869652406417112,0.9869627925419504
19,20230702_022700,0.015386284607750503,1137.4909734725952,0.9948313643292683,0.9948313307571558,0.02613032762128374,97.160320520401,0.9924799465240641,0.9924796892543255
