epoch_index,train_serial,train_loss,train_elapsed_time,train_accuracy,train_f1macro,val_loss,val_elapsed_time,val_accuracy,val_f1macro
0,20230629_180723,0.16638278244446578,973.4253664016724,0.9354277820121951,0.9354253998328215,0.06972202706713489,96.85872340202332,0.9725935828877005,0.9725814265494499
1,20230629_180723,0.09405419666361967,965.9803194999695,0.9665348704268293,0.9665347200410228,0.06700228565225606,92.27008938789368,0.9756016042780749,0.9756014707303328
2,20230629_180723,0.0686941745978668,967.6219696998596,0.9740377286585366,0.9740373883538529,0.06996988862588563,92.5801215171814,0.9766042780748663,0.9766027726340023
3,20230629_180723,0.05981933004521835,977.0045833587646,0.9777296112804879,0.9777293382569031,0.06537884745104387,94.024822473526,0.9772727272727273,0.9772717117175087
4,20230629_180723,0.050264250606743166,970.0847527980804,0.9814929496951219,0.9814926707290843,0.06738317437169739,92.47506761550903,0.9792780748663101,0.979277741534777
5,20230629_180723,0.044474176237987946,970.4839372634888,0.9834460746951219,0.9834459826488574,0.07667321223425703,92.53764724731445,0.97576871657754,0.9757633552870385
6,20230629_180723,0.03994228281349357,968.8175642490387,0.9850419207317073,0.98504183244179,0.07896563311479114,92.07449460029602,0.9756016042780749,0.9756002850893362
7,20230629_180723,0.03477747118692117,968.8970055580139,0.9878048780487805,0.9878047912611849,0.08945633132411615,93.05415153503418,0.9737633689839572,0.9737621372611036
8,20230629_180723,0.034253218202415954,972.9019989967346,0.9880668826219512,0.9880667992086558,0.07176383320367609,92.65232825279236,0.9806149732620321,0.9806139251394725
9,20230629_180723,0.029461708373346704,973.0233159065247,0.9894721798780488,0.9894721022562445,0.053330386098116925,93.58532309532166,0.9829545454545454,0.9829543150576361
10,20230629_180723,0.028738566648690365,972.5670115947723,0.9894483612804879,0.9894482793345589,0.054633165297084764,95.78398156166077,0.9824532085561497,0.9824531963056203
11,20230629_180723,0.025947189035899255,997.3048470020294,0.9904249237804879,0.9904248556386648,0.05745186421672818,94.79173111915588,0.9836229946524064,0.9836218511906298
12,20230629_180723,0.02521388826529823,993.9229965209961,0.991139481707317,0.9911393993474806,0.061050859937334764,96.72395014762878,0.9799465240641712,0.9799415744724356
13,20230629_180723,0.02280130881119404,998.6426384449005,0.9916396722560976,0.9916396395812508,0.06603818674308244,96.07664155960083,0.9822860962566845,0.9822857084130374
14,20230629_180723,0.022136312208142887,992.7364494800568,0.9924018673780488,0.9924018198532203,0.06645761943582329,98.86769413948059,0.9817847593582888,0.9817826098966342
